"1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text3","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text2","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.moleculeType","1,99-leftsiderels,1-rightside,121-dnasequences,5-sequencer.dnasequence.sequencer"
5472d8ae-a0b5-11ed-803c-6c2b597b15e2,EU381006 ,ND2,"Thacker, Christine E"
54747684-a0b5-11ed-803c-6c2b597b15e2,EU380984 ,ND1,"Thacker, Christine E"
54765ff1-a0b5-11ed-803c-6c2b597b15e2,KC825552,ficd,"Orti, Guillermo"
5477e1ce-a0b5-11ed-803c-6c2b597b15e2,KC826769,kiaa1239,"Orti, Guillermo"
5478c8f7-a0b5-11ed-803c-6c2b597b15e2,KC827110,myh6,"Broughton, Richard E"
5479a805-a0b5-11ed-803c-6c2b597b15e2,KC827651,Panx2,"Broughton, Richard E"
547a7803-a0b5-11ed-803c-6c2b597b15e2,KC828260,plagl2,"Carpenter, Kent E"
547b2297-a0b5-11ed-803c-6c2b597b15e2,KC828641,PTCHD1,"Lopez, Andres"
547bdc32-a0b5-11ed-803c-6c2b597b15e2,KC828976,ripk4,"Carpenter, Kent E"
547c9dd2-a0b5-11ed-803c-6c2b597b15e2,KC829408,sidkey,"Carpenter, Kent E"
547d3559-a0b5-11ed-803c-6c2b597b15e2,KC829829,SH3PX3,"Carpenter, Kent E"
547e0cac-a0b5-11ed-803c-6c2b597b15e2,KC830351,tbr1,"Lopez, Andres"
547f2815-a0b5-11ed-803c-6c2b597b15e2,KC831368,zic1,"Broughton, Richard E"
5470df66-a0b5-11ed-803c-6c2b597b15e2,EU381000 ,ND2,"Thacker, Christine E"
54739d90-a0b5-11ed-803c-6c2b597b15e2,EU380978 ,ND1,"Thacker, Christine E"
5474269a-a0b5-11ed-803c-6c2b597b15e2,EU380968 ,cyt b,"Thacker, Christine E"
5474be37-a0b5-11ed-803c-6c2b597b15e2,EU381020 ,CO1,"Thacker, Christine E"
54863315-a0b5-11ed-803c-6c2b597b15e2,AB890108,CO1,"Mabuchi, Kohji"
5486335c-a0b5-11ed-803c-6c2b597b15e2,AB893580,ENC1,"Mabuchi, Kohji"
548633a2-a0b5-11ed-803c-6c2b597b15e2,AB893459,Rag1,"Mabuchi, Kohji"
548633e9-a0b5-11ed-803c-6c2b597b15e2,AB889675,"12S, tRNA-Val, 16S","Mabuchi, Kohji"
54854a5d-a0b5-11ed-803c-6c2b597b15e2,KF929587,CO1,Barcode of Life Initiative
548bc1a8-a0b5-11ed-803c-6c2b597b15e2,MW631720,TMO-4C4,"Tang, Kevin L"
548bc1fd-a0b5-11ed-803c-6c2b597b15e2,MW630334,12S,"Tang, Kevin L"
548bc254-a0b5-11ed-803c-6c2b597b15e2,MW631330,H3,"Tang, Kevin L"
548bc2a1-a0b5-11ed-803c-6c2b597b15e2,MW631528,Rag1,"Tang, Kevin L"
548bc2ee-a0b5-11ed-803c-6c2b597b15e2,MW631125,cyt b,"Tang, Kevin L"
548bc337-a0b5-11ed-803c-6c2b597b15e2,MW630518,16S,"Tang, Kevin L"
548bc385-a0b5-11ed-803c-6c2b597b15e2,MW630713,ATPase8 and 6,"Tang, Kevin L"
548bc3d1-a0b5-11ed-803c-6c2b597b15e2,MW630926,CO1,"Tang, Kevin L"
547630ba-a0b5-11ed-803c-6c2b597b15e2,KC825778,ficd,"Orti, Guillermo"
54771fd0-a0b5-11ed-803c-6c2b597b15e2,KC826044,Hoxc6a,"Broughton, Richard E"
5477d2fc-a0b5-11ed-803c-6c2b597b15e2,KC826730,kiaa1239,"Orti, Guillermo"
5478b1be-a0b5-11ed-803c-6c2b597b15e2,KC827190,myh6,"Broughton, Richard E"
54798e8f-a0b5-11ed-803c-6c2b597b15e2,KC827588,Panx2,"Broughton, Richard E"
547a6fe2-a0b5-11ed-803c-6c2b597b15e2,KC828144,plagl2,"Carpenter, Kent E"
547f15a2-a0b5-11ed-803c-6c2b597b15e2,KC831248,zic1,"Broughton, Richard E"
548473f8-a0b5-11ed-803c-6c2b597b15e2,KF929854,CO1,Barcode of Life Initiative
54884ccc-a0b5-11ed-803c-6c2b597b15e2,KF025740,cyt b,"Santini, Francesco"
54884d16-a0b5-11ed-803c-6c2b597b15e2,AY700320,Rag1,"Santini, Francesco"
54884d5e-a0b5-11ed-803c-6c2b597b15e2,KF025675,CO1,"Santini, Francesco"
54884da8-a0b5-11ed-803c-6c2b597b15e2,KF025809,myh6,"Santini, Francesco"
54884df0-a0b5-11ed-803c-6c2b597b15e2,KF025913,RH,"Santini, Francesco"
54855400-a0b5-11ed-803c-6c2b597b15e2,KF930440,CO1,Barcode of Life Initiative
547585ce-a0b5-11ed-803c-6c2b597b15e2,JX390877,ptr,"Dornburg, Alex"
547588dd-a0b5-11ed-803c-6c2b597b15e2,JX390798,Glyt,"Dornburg, Alex"
54758956-a0b5-11ed-803c-6c2b597b15e2,JX390758,ENC1,"Dornburg, Alex"
547589c6-a0b5-11ed-803c-6c2b597b15e2,JX390749,CO1,"Dornburg, Alex"
54758bf4-a0b5-11ed-803c-6c2b597b15e2,JX390944,sreb2,"Dornburg, Alex"
54758c64-a0b5-11ed-803c-6c2b597b15e2,JX390838,myh6,"Dornburg, Alex"
54855476-a0b5-11ed-803c-6c2b597b15e2,KF929948,CO1,Barcode of Life Initiative
546ecfee-a0b5-11ed-803c-6c2b597b15e2,FJ346813,CO1,"Thacker, Christine E"
5471b72b-a0b5-11ed-803c-6c2b597b15e2,FJ346774 ,ND1,"Thacker, Christine E"
5473a837-a0b5-11ed-803c-6c2b597b15e2,FJ346733 ,ND2,"Thacker, Christine E"
54863505-a0b5-11ed-803c-6c2b597b15e2,AB893473,ENC1,"Mabuchi, Kohji"
5486354c-a0b5-11ed-803c-6c2b597b15e2,AB893356,Rag1,"Mabuchi, Kohji"
54863593-a0b5-11ed-803c-6c2b597b15e2,AB889609,"12S, tRNA-Val, 16S","Mabuchi, Kohji"
548635e6-a0b5-11ed-803c-6c2b597b15e2,AB890003,CO1,"Mabuchi, Kohji"
547531f0-a0b5-11ed-803c-6c2b597b15e2,JX242962,16S,"Tang, Kevin L"
5475345a-a0b5-11ed-803c-6c2b597b15e2,JX242915,12S,"Tang, Kevin L"
54854f35-a0b5-11ed-803c-6c2b597b15e2,KF929720,CO1,Barcode of Life Initiative
546f7746-a0b5-11ed-803c-6c2b597b15e2,HQ168927 ,Rho,"Lin, Hsui-Chin"
54729ce1-a0b5-11ed-803c-6c2b597b15e2,HQ168576 ,CO1,"Lin, Hsui-Chin"
5472f0a2-a0b5-11ed-803c-6c2b597b15e2,HQ168687 ,H3,"Lin, Hsui-Chin"
5473310a-a0b5-11ed-803c-6c2b597b15e2,HQ168805 ,Rag1,"Lin, Hsui-Chin"
5474618b-a0b5-11ed-803c-6c2b597b15e2,HQ169049 ,TMO-4C4,"Lin, Hsui-Chin"
548555d4-a0b5-11ed-803c-6c2b597b15e2,KF929694,CO1,Barcode of Life Initiative
54754ff0-a0b5-11ed-803c-6c2b597b15e2,JX242929,12S,"Tang, Kevin L"
54755059-a0b5-11ed-803c-6c2b597b15e2,JX242976,16S,"Tang, Kevin L"
54759fa6-a0b5-11ed-803c-6c2b597b15e2,JX390915,Rag1,"Dornburg, Alex"
54759ff0-a0b5-11ed-803c-6c2b597b15e2,JX390806,Glyt,"Dornburg, Alex"
5475a039-a0b5-11ed-803c-6c2b597b15e2,JX390845,myh6,"Dornburg, Alex"
5475a085-a0b5-11ed-803c-6c2b597b15e2,JX390885,ptr,"Dornburg, Alex"
5475a0dd-a0b5-11ed-803c-6c2b597b15e2,JX390747,CO1,"Dornburg, Alex"
5475a126-a0b5-11ed-803c-6c2b597b15e2,JX390952,sreb2,"Dornburg, Alex"
5475a170-a0b5-11ed-803c-6c2b597b15e2,JX390766,ENC1,"Dornburg, Alex"
5476858c-a0b5-11ed-803c-6c2b597b15e2,KC825877,ficd,"Orti, Guillermo"
54774411-a0b5-11ed-803c-6c2b597b15e2,KC826146,Hoxc6a,"Broughton, Richard E"
547806c6-a0b5-11ed-803c-6c2b597b15e2,KC826564,kiaa1239,"Orti, Guillermo"
5479cb41-a0b5-11ed-803c-6c2b597b15e2,KC827751,Panx2,"Broughton, Richard E"
547a8ec9-a0b5-11ed-803c-6c2b597b15e2,KC828370,plagl2,"Carpenter, Kent E"
547bf769-a0b5-11ed-803c-6c2b597b15e2,KC828964,ripk4,"Carpenter, Kent E"
547cb122-a0b5-11ed-803c-6c2b597b15e2,KC829574,sidkey,"Carpenter, Kent E"
547f632b-a0b5-11ed-803c-6c2b597b15e2,KC831139,zic1,"Broughton, Richard E"
548738fe-a0b5-11ed-803c-6c2b597b15e2,JQ707260,Rag2,"Frederich, Bruno"
54873947-a0b5-11ed-803c-6c2b597b15e2,JQ707190,ND3,"Frederich, Bruno"
5487398f-a0b5-11ed-803c-6c2b597b15e2,JQ707101,bmp-4,"Frederich, Bruno"
54873bed-a0b5-11ed-803c-6c2b597b15e2,JQ707066,16S,"Frederich, Bruno"
54873c36-a0b5-11ed-803c-6c2b597b15e2,JQ707134,CO1,"Frederich, Bruno"
54873c86-a0b5-11ed-803c-6c2b597b15e2,JQ707031,12S,"Frederich, Bruno"
54873cd3-a0b5-11ed-803c-6c2b597b15e2,AY208526,cyt b,"Frederich, Bruno"
54873d51-a0b5-11ed-803c-6c2b597b15e2,JQ707224,Rag1,"Frederich, Bruno"
548aefd0-a0b5-11ed-803c-6c2b597b15e2,MW631019,cyt b,"Tang, Kevin L"
548af01c-a0b5-11ed-803c-6c2b597b15e2,MW630222,12S,"Tang, Kevin L"
548af065-a0b5-11ed-803c-6c2b597b15e2,MW631209,H3,"Tang, Kevin L"
548af0ad-a0b5-11ed-803c-6c2b597b15e2,MW631613,TMO-4C4,"Tang, Kevin L"
548af0fa-a0b5-11ed-803c-6c2b597b15e2,MW630414,16S,"Tang, Kevin L"
548af149-a0b5-11ed-803c-6c2b597b15e2,MW630607,ATPase8 and 6,"Tang, Kevin L"
548af194-a0b5-11ed-803c-6c2b597b15e2,MW630808,CO1,"Tang, Kevin L"
548af1de-a0b5-11ed-803c-6c2b597b15e2,MW631420,Rag1,"Tang, Kevin L"
547653f0-a0b5-11ed-803c-6c2b597b15e2,KC825840,ficd,"Orti, Guillermo"
54772899-a0b5-11ed-803c-6c2b597b15e2,KC826077,Hoxc6a,"Broughton, Richard E"
5477db91-a0b5-11ed-803c-6c2b597b15e2,KC826741,kiaa1239,"Orti, Guillermo"
5479a352-a0b5-11ed-803c-6c2b597b15e2,KC827634,Panx2,"Broughton, Richard E"
547bd295-a0b5-11ed-803c-6c2b597b15e2,KC828995,ripk4,"Carpenter, Kent E"
547c989e-a0b5-11ed-803c-6c2b597b15e2,KC829641,sidkey,"Carpenter, Kent E"
547f22fb-a0b5-11ed-803c-6c2b597b15e2,KC831288,zic1,"Broughton, Richard E"
548478d3-a0b5-11ed-803c-6c2b597b15e2,KF929923,CO1,Barcode of Life Initiative
5476c34c-a0b5-11ed-803c-6c2b597b15e2,KC825450,ficd,"Orti, Guillermo"
5477585d-a0b5-11ed-803c-6c2b597b15e2,KC826205,Hoxc6a,"Broughton, Richard E"
54784324-a0b5-11ed-803c-6c2b597b15e2,KC826655,kiaa1239,"Orti, Guillermo"
547b6c9b-a0b5-11ed-803c-6c2b597b15e2,KC828643,PTCHD1,"Lopez, Andres"
547c32d5-a0b5-11ed-803c-6c2b597b15e2,KC828980,ripk4,"Carpenter, Kent E"
547f8e41-a0b5-11ed-803c-6c2b597b15e2,KC830758,zic1,"Broughton, Richard E"
548b6303-a0b5-11ed-803c-6c2b597b15e2,MW630269,12S,"Tang, Kevin L"
548b634d-a0b5-11ed-803c-6c2b597b15e2,MW631468,Rag1,"Tang, Kevin L"
548b6396-a0b5-11ed-803c-6c2b597b15e2,MW631261,H3,"Tang, Kevin L"
548b63de-a0b5-11ed-803c-6c2b597b15e2,MW630454,16S,"Tang, Kevin L"
548b6427-a0b5-11ed-803c-6c2b597b15e2,MW631657,TMO-4C4,"Tang, Kevin L"
548b6471-a0b5-11ed-803c-6c2b597b15e2,MW630653,ATPase8 and 6,"Tang, Kevin L"
548b64bb-a0b5-11ed-803c-6c2b597b15e2,MW631066,cyt b,"Tang, Kevin L"
548b6505-a0b5-11ed-803c-6c2b597b15e2,MW630859,CO1,"Tang, Kevin L"
54854b40-a0b5-11ed-803c-6c2b597b15e2,KF930365,CO1,Barcode of Life Initiative
547566c1-a0b5-11ed-803c-6c2b597b15e2,JX390813,Glyt,"Dornburg, Alex"
54756709-a0b5-11ed-803c-6c2b597b15e2,JX390774,ENC1,"Dornburg, Alex"
54756750-a0b5-11ed-803c-6c2b597b15e2,JX390960,sreb2,"Dornburg, Alex"
54756799-a0b5-11ed-803c-6c2b597b15e2,JX390853,myh6,"Dornburg, Alex"
547567e1-a0b5-11ed-803c-6c2b597b15e2,JX390923,Rag1,"Dornburg, Alex"
5475682a-a0b5-11ed-803c-6c2b597b15e2,JX390891,ptr,"Dornburg, Alex"
54756873-a0b5-11ed-803c-6c2b597b15e2,JQ350308,CO1,"Dornburg, Alex"
547698d5-a0b5-11ed-803c-6c2b597b15e2,KC825440,ficd,"Orti, Guillermo"
54774dd6-a0b5-11ed-803c-6c2b597b15e2,KC826175,Hoxc6a,"Broughton, Richard E"
54782f8c-a0b5-11ed-803c-6c2b597b15e2,KC826641,kiaa1239,"Orti, Guillermo"
547904ed-a0b5-11ed-803c-6c2b597b15e2,KC826913,myh6,"Broughton, Richard E"
5479f9fc-a0b5-11ed-803c-6c2b597b15e2,KC827820,Panx2,"Broughton, Richard E"
547d56d6-a0b5-11ed-803c-6c2b597b15e2,KC829924,SH3PX3,"Carpenter, Kent E"
547f7b3a-a0b5-11ed-803c-6c2b597b15e2,KC830780,zic1,"Broughton, Richard E"
54854749-a0b5-11ed-803c-6c2b597b15e2,KF929760,CO1,Barcode of Life Initiative
548773bc-a0b5-11ed-803c-6c2b597b15e2,JQ707212,ND3,"Frederich, Bruno"
54877404-a0b5-11ed-803c-6c2b597b15e2,JQ707248,Rag1,"Frederich, Bruno"
5487744b-a0b5-11ed-803c-6c2b597b15e2,JQ707283,Rag2,"Frederich, Bruno"
54877494-a0b5-11ed-803c-6c2b597b15e2,JQ707122,bmp-4,"Frederich, Bruno"
548774db-a0b5-11ed-803c-6c2b597b15e2,JQ707090,16S,"Frederich, Bruno"
54877521-a0b5-11ed-803c-6c2b597b15e2,JQ707182,cyt b,"Frederich, Bruno"
5487761e-a0b5-11ed-803c-6c2b597b15e2,JQ707055,12S,"Frederich, Bruno"
54877677-a0b5-11ed-803c-6c2b597b15e2,JQ707157,CO1,"Frederich, Bruno"
54708313-a0b5-11ed-803c-6c2b597b15e2,DQ645720 ,16S,"Lopez, Andres"
5471df6e-a0b5-11ed-803c-6c2b597b15e2,DQ645681 ,12S,"Lopez, Andres"
54755558-a0b5-11ed-803c-6c2b597b15e2,JX242913,12S,"Tang, Kevin L"
547555f1-a0b5-11ed-803c-6c2b597b15e2,JX242960,16S,"Tang, Kevin L"
5476ef2b-a0b5-11ed-803c-6c2b597b15e2,KC825980,Hoxc6a,"Broughton, Richard E"
5477956f-a0b5-11ed-803c-6c2b597b15e2,KC826589,kiaa1239,"Orti, Guillermo"
54795acd-a0b5-11ed-803c-6c2b597b15e2,KC827483,Panx2,"Broughton, Richard E"
547a5671-a0b5-11ed-803c-6c2b597b15e2,KC828190,plagl2,"Carpenter, Kent E"
547c6f44-a0b5-11ed-803c-6c2b597b15e2,KC829330,sidkey,"Carpenter, Kent E"
547ed6d4-a0b5-11ed-803c-6c2b597b15e2,KC830853,zic1,"Broughton, Richard E"
548776c0-a0b5-11ed-803c-6c2b597b15e2,JQ707284,Rag2,"Frederich, Bruno"
54877707-a0b5-11ed-803c-6c2b597b15e2,JQ707056,12S,"Frederich, Bruno"
5487774e-a0b5-11ed-803c-6c2b597b15e2,JQ707123,bmp-4,"Frederich, Bruno"
5487791d-a0b5-11ed-803c-6c2b597b15e2,JQ707091,16S,"Frederich, Bruno"
5487796d-a0b5-11ed-803c-6c2b597b15e2,JQ707158,CO1,"Frederich, Bruno"
548779b4-a0b5-11ed-803c-6c2b597b15e2,JQ707213,ND3,"Frederich, Bruno"
54877a00-a0b5-11ed-803c-6c2b597b15e2,JQ707249,Rag1,"Frederich, Bruno"
5485478f-a0b5-11ed-803c-6c2b597b15e2,KF929629,CO1,Barcode of Life Initiative
547179b0-a0b5-11ed-803c-6c2b597b15e2,AY679635 ,16S,"Holcroft Benson, Nancy I"
54729edd-a0b5-11ed-803c-6c2b597b15e2,AY700321 ,Rag1,"Holcroft Benson, Nancy I"
5472f4f9-a0b5-11ed-803c-6c2b597b15e2,AY700251 ,12S,"Holcroft Benson, Nancy I"
548771cb-a0b5-11ed-803c-6c2b597b15e2,JQ707156,CO1,"Frederich, Bruno"
54877212-a0b5-11ed-803c-6c2b597b15e2,JQ707211,ND3,"Frederich, Bruno"
54877259-a0b5-11ed-803c-6c2b597b15e2,JQ707282,Rag2,"Frederich, Bruno"
548772a0-a0b5-11ed-803c-6c2b597b15e2,JQ707121,bmp-4,"Frederich, Bruno"
548772e7-a0b5-11ed-803c-6c2b597b15e2,JQ707247,Rag1,"Frederich, Bruno"
5487732e-a0b5-11ed-803c-6c2b597b15e2,JQ707054,12S,"Frederich, Bruno"
54877375-a0b5-11ed-803c-6c2b597b15e2,JQ707089,16S,"Frederich, Bruno"
548a8adf-a0b5-11ed-803c-6c2b597b15e2,MW630162,12S,"Tang, Kevin L"
548a8b28-a0b5-11ed-803c-6c2b597b15e2,MW630745,CO1,"Tang, Kevin L"
548a8b73-a0b5-11ed-803c-6c2b597b15e2,MW631362,Rag1,"Tang, Kevin L"
548a8bbf-a0b5-11ed-803c-6c2b597b15e2,MW630547,ATPase8 and 6,"Tang, Kevin L"
548a8c0a-a0b5-11ed-803c-6c2b597b15e2,MW631154,H3,"Tang, Kevin L"
548a8c53-a0b5-11ed-803c-6c2b597b15e2,MW630958,cyt b,"Tang, Kevin L"
548a8c9e-a0b5-11ed-803c-6c2b597b15e2,MW630364,16S,"Tang, Kevin L"
548a8432-a0b5-11ed-803c-6c2b597b15e2,MW631149,H3,"Tang, Kevin L"
548a847c-a0b5-11ed-803c-6c2b597b15e2,MW631357,Rag1,"Tang, Kevin L"
548a84c8-a0b5-11ed-803c-6c2b597b15e2,MW630358,16S,"Tang, Kevin L"
548a8510-a0b5-11ed-803c-6c2b597b15e2,MW630739,CO1,"Tang, Kevin L"
548a855a-a0b5-11ed-803c-6c2b597b15e2,MW630541,ATPase8 and 6,"Tang, Kevin L"
548a85a7-a0b5-11ed-803c-6c2b597b15e2,MW630156,12S,"Tang, Kevin L"
548a85f1-a0b5-11ed-803c-6c2b597b15e2,MW630952,cyt b,"Tang, Kevin L"
548552cd-a0b5-11ed-803c-6c2b597b15e2,KF930210,CO1,Barcode of Life Initiative
548a0587-a0b5-11ed-803c-6c2b597b15e2,SRX7174541,UCE,"Friedman, Matt"
548cdb8a-a0b5-11ed-803c-6c2b597b15e2,SRX10444698,UCE,"Arcila, Dahiana"
5477f3af-a0b5-11ed-803c-6c2b597b15e2,KC826586,kiaa1239,"Orti, Guillermo"
5478e398-a0b5-11ed-803c-6c2b597b15e2,KC826944,myh6,"Broughton, Richard E"
5479b80a-a0b5-11ed-803c-6c2b597b15e2,KC827688,Panx2,"Broughton, Richard E"
547f3165-a0b5-11ed-803c-6c2b597b15e2,KC830838,zic1,"Broughton, Richard E"
54848199-a0b5-11ed-803c-6c2b597b15e2,KF930019,CO1,Barcode of Life Initiative
54768e4c-a0b5-11ed-803c-6c2b597b15e2,KC825554,ficd,"Orti, Guillermo"
54781aa8-a0b5-11ed-803c-6c2b597b15e2,KC826523,kiaa1239,"Orti, Guillermo"
5478ff19-a0b5-11ed-803c-6c2b597b15e2,KC827099,myh6,"Broughton, Richard E"
5479ded6-a0b5-11ed-803c-6c2b597b15e2,KC827786,Panx2,"Broughton, Richard E"
547aad33-a0b5-11ed-803c-6c2b597b15e2,KC828276,plagl2,"Carpenter, Kent E"
547b3e78-a0b5-11ed-803c-6c2b597b15e2,KC828663,PTCHD1,"Lopez, Andres"
547c0da6-a0b5-11ed-803c-6c2b597b15e2,KC829015,ripk4,"Carpenter, Kent E"
547cc43a-a0b5-11ed-803c-6c2b597b15e2,KC829423,sidkey,"Carpenter, Kent E"
547e2341-a0b5-11ed-803c-6c2b597b15e2,KC830422,tbr1,"Lopez, Andres"
547f6e42-a0b5-11ed-803c-6c2b597b15e2,KC831020,zic1,"Broughton, Richard E"
547720f7-a0b5-11ed-803c-6c2b597b15e2,KC826049,Hoxc6a,"Broughton, Richard E"
5477d46c-a0b5-11ed-803c-6c2b597b15e2,KC826356,kiaa1239,"Orti, Guillermo"
5478b36d-a0b5-11ed-803c-6c2b597b15e2,KC826997,myh6,"Broughton, Richard E"
547998cc-a0b5-11ed-803c-6c2b597b15e2,KC827596,Panx2,"Broughton, Richard E"
547bca16-a0b5-11ed-803c-6c2b597b15e2,KC828999,ripk4,"Carpenter, Kent E"
54855d48-a0b5-11ed-803c-6c2b597b15e2,KF930519,CO1,Barcode of Life Initiative
5478159a-a0b5-11ed-803c-6c2b597b15e2,KC826624,kiaa1239,"Orti, Guillermo"
5478fdb3-a0b5-11ed-803c-6c2b597b15e2,KC827357,myh6,"Broughton, Richard E"
5479d9ef-a0b5-11ed-803c-6c2b597b15e2,KC827780,Panx2,"Broughton, Richard E"
547aac57-a0b5-11ed-803c-6c2b597b15e2,KC828068,plagl2,"Carpenter, Kent E"
547b3da2-a0b5-11ed-803c-6c2b597b15e2,KC828680,PTCHD1,"Lopez, Andres"
547c067c-a0b5-11ed-803c-6c2b597b15e2,KC829045,ripk4,"Carpenter, Kent E"
547cbfc6-a0b5-11ed-803c-6c2b597b15e2,KC829526,sidkey,"Carpenter, Kent E"
547f6ce6-a0b5-11ed-803c-6c2b597b15e2,KC831146,zic1,"Broughton, Richard E"
546fa45e-a0b5-11ed-803c-6c2b597b15e2,EU552780 ,16S,"Wilson, Anthony B"
54730cc5-a0b5-11ed-803c-6c2b597b15e2,EU552617 ,cyt b,"Wilson, Anthony B"
547358ad-a0b5-11ed-803c-6c2b597b15e2,EU552698 ,12S,"Wilson, Anthony B"
54768705-a0b5-11ed-803c-6c2b597b15e2,KC825571,ficd,"Orti, Guillermo"
5478f7bb-a0b5-11ed-803c-6c2b597b15e2,KC827362,myh6,"Broughton, Richard E"
547a945b-a0b5-11ed-803c-6c2b597b15e2,KC828333,plagl2,"Carpenter, Kent E"
547b3715-a0b5-11ed-803c-6c2b597b15e2,KC828666,PTCHD1,"Lopez, Andres"
547bf9c1-a0b5-11ed-803c-6c2b597b15e2,KC829018,ripk4,"Carpenter, Kent E"
547cb360-a0b5-11ed-803c-6c2b597b15e2,KC829539,sidkey,"Carpenter, Kent E"
547d4b78-a0b5-11ed-803c-6c2b597b15e2,KC829897,SH3PX3,"Carpenter, Kent E"
547dafe6-a0b5-11ed-803c-6c2b597b15e2,KC830041,SVEP1,"Lopez, Andres"
547e82df-a0b5-11ed-803c-6c2b597b15e2,KC830606,VCPIP,"Lopez, Andres"
547f65b3-a0b5-11ed-803c-6c2b597b15e2,KC830877,zic1,"Broughton, Richard E"
54855e6e-a0b5-11ed-803c-6c2b597b15e2,KF930027,CO1,Barcode of Life Initiative
54735671-a0b5-11ed-803c-6c2b597b15e2,FJ215198 ,16S,"Roa-Varon, Adela"
5473f8a2-a0b5-11ed-803c-6c2b597b15e2,FJ215094 ,12S,"Roa-Varon, Adela"
5474a031-a0b5-11ed-803c-6c2b597b15e2,FJ215300 ,Rag1,"Roa-Varon, Adela"
54855d01-a0b5-11ed-803c-6c2b597b15e2,KF930526,CO1,Barcode of Life Initiative
5476de75-a0b5-11ed-803c-6c2b597b15e2,KC825472,ficd,"Orti, Guillermo"
547941d4-a0b5-11ed-803c-6c2b597b15e2,KC827263,myh6,"Broughton, Richard E"
547a2a77-a0b5-11ed-803c-6c2b597b15e2,KC827969,Panx2,"Broughton, Richard E"
547eb05a-a0b5-11ed-803c-6c2b597b15e2,KC830584,VCPIP,"Lopez, Andres"
5482fa87-a0b5-11ed-803c-6c2b597b15e2,JQ939059,16S,"Betancur, Ricardo"
5482fad9-a0b5-11ed-803c-6c2b597b15e2,JQ938888,EHHADH,"Betancur, Ricardo"
5482fb29-a0b5-11ed-803c-6c2b597b15e2,JQ938205,GCS1,"Betancur, Ricardo"
5482fb74-a0b5-11ed-803c-6c2b597b15e2,JQ939888,kiaa1239,"Betancur, Ricardo"
5482fbf0-a0b5-11ed-803c-6c2b597b15e2,JQ939471,MLL,"Betancur, Ricardo"
5482fc3c-a0b5-11ed-803c-6c2b597b15e2,JQ939587,myh6,"Betancur, Ricardo"
5482fc84-a0b5-11ed-803c-6c2b597b15e2,JQ938296,RAG1,"Betancur, Ricardo"
5482fcd0-a0b5-11ed-803c-6c2b597b15e2,JQ938037,RH,"Betancur, Ricardo"
5482fd1a-a0b5-11ed-803c-6c2b597b15e2,JQ939726,RNF213,"Betancur, Ricardo"
5482fd62-a0b5-11ed-803c-6c2b597b15e2,JQ940193,SH3PX3,"Betancur, Ricardo"
5482fdab-a0b5-11ed-803c-6c2b597b15e2,JQ937769,sidkey,"Betancur, Ricardo"
5482fdf2-a0b5-11ed-803c-6c2b597b15e2,JQ938429,SLC10A3,"Betancur, Ricardo"
5482fe3a-a0b5-11ed-803c-6c2b597b15e2,JQ937919,UBE3A,"Betancur, Ricardo"
5482fe82-a0b5-11ed-803c-6c2b597b15e2,JQ937483,UBE3A_like,"Betancur, Ricardo"
5482fecd-a0b5-11ed-803c-6c2b597b15e2,JQ939354,znf503,"Betancur, Ricardo"
5482ff15-a0b5-11ed-803c-6c2b597b15e2,JQ938583,znf536,"Betancur, Ricardo"
5484811a-a0b5-11ed-803c-6c2b597b15e2,KF930512,CO1,Barcode of Life Initiative
548a184f-a0b5-11ed-803c-6c2b597b15e2,LC026773,12S,"Miya, Masaki"
5479f5fb-a0b5-11ed-803c-6c2b597b15e2,KC827806,Panx2,"Broughton, Richard E"
547c1f5a-a0b5-11ed-803c-6c2b597b15e2,KC829044,ripk4,"Carpenter, Kent E"
547861fb-a0b5-11ed-803c-6c2b597b15e2,KC826684,kiaa1239,"Orti, Guillermo"
547a2a01-a0b5-11ed-803c-6c2b597b15e2,KC827968,Panx2,"Broughton, Richard E"
547b8280-a0b5-11ed-803c-6c2b597b15e2,KC828661,PTCHD1,"Lopez, Andres"
54820a82-a0b5-11ed-803c-6c2b597b15e2,JQ939010,16S,"Betancur, Ricardo"
54820ad2-a0b5-11ed-803c-6c2b597b15e2,JQ938151,GCS1,"Betancur, Ricardo"
54820b1b-a0b5-11ed-803c-6c2b597b15e2,JQ939841,kiaa1239,"Betancur, Ricardo"
54820b63-a0b5-11ed-803c-6c2b597b15e2,JQ939542,myh6,"Betancur, Ricardo"
54820bab-a0b5-11ed-803c-6c2b597b15e2,JQ937591,plagl2,"Betancur, Ricardo"
54820bf1-a0b5-11ed-803c-6c2b597b15e2,JQ940004,ripk4,"Betancur, Ricardo"
54820c39-a0b5-11ed-803c-6c2b597b15e2,JQ937725,sidkey,"Betancur, Ricardo"
54820e55-a0b5-11ed-803c-6c2b597b15e2,JQ937870,UBE3A,"Betancur, Ricardo"
54820ea4-a0b5-11ed-803c-6c2b597b15e2,JQ937441,UBE3A_like,"Betancur, Ricardo"
54820eea-a0b5-11ed-803c-6c2b597b15e2,JQ939296,znf503,"Betancur, Ricardo"
54820f33-a0b5-11ed-803c-6c2b597b15e2,JQ938537,znf536,"Betancur, Ricardo"
