"1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text3","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.text2","1,99-leftsiderels,1-rightside,121-dnasequences.dnasequence.moleculeType","1,99-leftsiderels,1-rightside,121-dnasequences,5-sequencer.dnasequence.sequencer"
5487f2a8-a0b5-11ed-803c-6c2b597b15e2,KT883586,CO1,"Sanciangco, Millicent D"
5487f2f0-a0b5-11ed-803c-6c2b597b15e2,HQ691296,cyt b,"Sanciangco, Millicent D"
54720495-a0b5-11ed-803c-6c2b597b15e2,GQ119759 ,cyt b,"Whitehead, Andrew"
5472a682-a0b5-11ed-803c-6c2b597b15e2,GQ119847 ,Glyt,"Whitehead, Andrew"
54744bb3-a0b5-11ed-803c-6c2b597b15e2,GQ119925 ,Rag1,"Whitehead, Andrew"
5485120d-a0b5-11ed-803c-6c2b597b15e2,KF930095,CO1,Barcode of Life Initiative
548a0f73-a0b5-11ed-803c-6c2b597b15e2,AP012095,mitochondrial DNA complete,"Miya, Masaki"
546f1a67-a0b5-11ed-803c-6c2b597b15e2,GQ119887 ,Rag1,"Whitehead, Andrew"
54719f47-a0b5-11ed-803c-6c2b597b15e2,GQ119716 ,cyt b,"Whitehead, Andrew"
547232df-a0b5-11ed-803c-6c2b597b15e2,GQ119805 ,Glyt,"Whitehead, Andrew"
54851255-a0b5-11ed-803c-6c2b597b15e2,KF929896,CO1,Barcode of Life Initiative
547633c8-a0b5-11ed-803c-6c2b597b15e2,KC825438,ficd,"Orti, Guillermo"
547722f8-a0b5-11ed-803c-6c2b597b15e2,KC826056,Hoxc6a,"Broughton, Richard E"
5477d623-a0b5-11ed-803c-6c2b597b15e2,KC826639,kiaa1239,"Orti, Guillermo"
54799b9a-a0b5-11ed-803c-6c2b597b15e2,KC827606,Panx2,"Broughton, Richard E"
547b159a-a0b5-11ed-803c-6c2b597b15e2,KC828543,PTCHD1,"Lopez, Andres"
547d1d2b-a0b5-11ed-803c-6c2b597b15e2,KC829810,SH3PX3,"Carpenter, Kent E"
547f1ba0-a0b5-11ed-803c-6c2b597b15e2,KC830778,zic1,"Broughton, Richard E"
5479708b-a0b5-11ed-803c-6c2b597b15e2,KC827631,Panx2,"Broughton, Richard E"
547b0be2-a0b5-11ed-803c-6c2b597b15e2,KC828544,PTCHD1,"Lopez, Andres"
547bbdcd-a0b5-11ed-803c-6c2b597b15e2,KC828836,ripk4,"Carpenter, Kent E"
547f076f-a0b5-11ed-803c-6c2b597b15e2,KC830779,zic1,"Broughton, Richard E"
546f12e0-a0b5-11ed-803c-6c2b597b15e2,GQ119749 ,cyt b,"Whitehead, Andrew"
546f9fcb-a0b5-11ed-803c-6c2b597b15e2,GQ119837 ,Glyt,"Whitehead, Andrew"
5472383f-a0b5-11ed-803c-6c2b597b15e2,GQ119917 ,Rag1,"Whitehead, Andrew"
54785f5c-a0b5-11ed-803c-6c2b597b15e2,KC826562,kiaa1239,"Orti, Guillermo"
547a26b2-a0b5-11ed-803c-6c2b597b15e2,KC827956,Panx2,"Broughton, Richard E"
547d6b31-a0b5-11ed-803c-6c2b597b15e2,KC829984,SH3PX3,"Carpenter, Kent E"
54780509-a0b5-11ed-803c-6c2b597b15e2,KC826391,kiaa1239,"Orti, Guillermo"
547d4807-a0b5-11ed-803c-6c2b597b15e2,KC829888,SH3PX3,"Carpenter, Kent E"
547e1d02-a0b5-11ed-803c-6c2b597b15e2,KC830407,tbr1,"Lopez, Andres"
548456f5-a0b5-11ed-803c-6c2b597b15e2,KF930146,CO1,Barcode of Life Initiative
5485e4e8-a0b5-11ed-803c-6c2b597b15e2,KF929810,CO1,Barcode of Life Initiative
546f94d9-a0b5-11ed-803c-6c2b597b15e2,GQ119680 ,cyt b,"Whitehead, Andrew"
547083a2-a0b5-11ed-803c-6c2b597b15e2,GQ119771 ,Glyt,"Whitehead, Andrew"
54710fbc-a0b5-11ed-803c-6c2b597b15e2,GQ119858 ,Rag1,"Whitehead, Andrew"
5485e52e-a0b5-11ed-803c-6c2b597b15e2,KF929573,CO1,Barcode of Life Initiative
5485e57a-a0b5-11ed-803c-6c2b597b15e2,KF930119,CO1,Barcode of Life Initiative
5485129c-a0b5-11ed-803c-6c2b597b15e2,KF929599,CO1,Barcode of Life Initiative
547c55dd-a0b5-11ed-803c-6c2b597b15e2,KC829443,sidkey,"Carpenter, Kent E"
547dcb6a-a0b5-11ed-803c-6c2b597b15e2,KC830227,tbr1,"Lopez, Andres"
54773e49-a0b5-11ed-803c-6c2b597b15e2,KC826134,Hoxc6a,"Broughton, Richard E"
5479c4c4-a0b5-11ed-803c-6c2b597b15e2,KC827734,Panx2,"Broughton, Richard E"
547b32f0-a0b5-11ed-803c-6c2b597b15e2,KC828546,PTCHD1,"Lopez, Andres"
547bf3f5-a0b5-11ed-803c-6c2b597b15e2,KC828837,ripk4,"Carpenter, Kent E"
547d44b9-a0b5-11ed-803c-6c2b597b15e2,KC829883,SH3PX3,"Carpenter, Kent E"
547e1b1a-a0b5-11ed-803c-6c2b597b15e2,KC830400,tbr1,"Lopez, Andres"
547f5d2f-a0b5-11ed-803c-6c2b597b15e2,KC830887,zic1,"Broughton, Richard E"
546f8d8f-a0b5-11ed-803c-6c2b597b15e2,AF148344 ,12S,"Grose, Michael J"
54730873-a0b5-11ed-803c-6c2b597b15e2,AF216626 ,ND2-3',"Grose, Michael J"
547475c1-a0b5-11ed-803c-6c2b597b15e2,AF216625 ,ND2-5',"Grose, Michael J"
5474bd0f-a0b5-11ed-803c-6c2b597b15e2,AF148366 ,16S,"Grose, Michael J"
54768cc6-a0b5-11ed-803c-6c2b597b15e2,KC825719,ficd,"Orti, Guillermo"
5478fcc4-a0b5-11ed-803c-6c2b597b15e2,KC827305,myh6,"Broughton, Richard E"
5479d90f-a0b5-11ed-803c-6c2b597b15e2,KC827777,Panx2,"Broughton, Richard E"
547b3d12-a0b5-11ed-803c-6c2b597b15e2,KC828548,PTCHD1,"Lopez, Andres"
547c0548-a0b5-11ed-803c-6c2b597b15e2,KC828838,ripk4,"Carpenter, Kent E"
547f6c02-a0b5-11ed-803c-6c2b597b15e2,KC830821,zic1,"Broughton, Richard E"
5485e5c1-a0b5-11ed-803c-6c2b597b15e2,KF930118,CO1,Barcode of Life Initiative
547800b5-a0b5-11ed-803c-6c2b597b15e2,KC826318,kiaa1239,"Orti, Guillermo"
547a88f1-a0b5-11ed-803c-6c2b597b15e2,KC828229,plagl2,"Carpenter, Kent E"
547b3218-a0b5-11ed-803c-6c2b597b15e2,KC828550,PTCHD1,"Lopez, Andres"
547bf363-a0b5-11ed-803c-6c2b597b15e2,KC828841,ripk4,"Carpenter, Kent E"
547d4397-a0b5-11ed-803c-6c2b597b15e2,KC829879,SH3PX3,"Carpenter, Kent E"
547f5b89-a0b5-11ed-803c-6c2b597b15e2,KC830851,zic1,"Broughton, Richard E"
54780062-a0b5-11ed-803c-6c2b597b15e2,KC826317,kiaa1239,"Orti, Guillermo"
5479c430-a0b5-11ed-803c-6c2b597b15e2,KC827732,Panx2,"Broughton, Richard E"
547a88a5-a0b5-11ed-803c-6c2b597b15e2,KC828228,plagl2,"Carpenter, Kent E"
547b31d3-a0b5-11ed-803c-6c2b597b15e2,KC828551,PTCHD1,"Lopez, Andres"
547bf31e-a0b5-11ed-803c-6c2b597b15e2,KC828842,ripk4,"Carpenter, Kent E"
547cae02-a0b5-11ed-803c-6c2b597b15e2,KC829466,sidkey,"Carpenter, Kent E"
547daaa6-a0b5-11ed-803c-6c2b597b15e2,KC830087,SVEP1,"Lopez, Andres"
547e81bd-a0b5-11ed-803c-6c2b597b15e2,KC830681,VCPIP,"Lopez, Andres"
547f5b35-a0b5-11ed-803c-6c2b597b15e2,KC830865,zic1,"Broughton, Richard E"
5486d5a3-a0b5-11ed-803c-6c2b597b15e2,KM400881,ficd,"Campanella, Daniela"
5486d619-a0b5-11ed-803c-6c2b597b15e2,KM401280,SH3PX3,"Campanella, Daniela"
5486d691-a0b5-11ed-803c-6c2b597b15e2,KM400979,KBTBD4,"Campanella, Daniela"
5486d709-a0b5-11ed-803c-6c2b597b15e2,KM401180,myh6,"Campanella, Daniela"
5486d754-a0b5-11ed-803c-6c2b597b15e2,KM401079,kiaa1239,"Campanella, Daniela"
5486d79c-a0b5-11ed-803c-6c2b597b15e2,KM401367,SLC10A3,"Campanella, Daniela"
54729e08-a0b5-11ed-803c-6c2b597b15e2,GU932765 ,cyt b,"Unmack, Peter J"
5485e607-a0b5-11ed-803c-6c2b597b15e2,KF929794,CO1,Barcode of Life Initiative
54762170-a0b5-11ed-803c-6c2b597b15e2,KC825483,ficd,"Orti, Guillermo"
5477a93a-a0b5-11ed-803c-6c2b597b15e2,KC826336,kiaa1239,"Orti, Guillermo"
54796cef-a0b5-11ed-803c-6c2b597b15e2,KC827540,Panx2,"Broughton, Richard E"
547b091d-a0b5-11ed-803c-6c2b597b15e2,KC828812,PTCHD1,"Lopez, Andres"
547c875a-a0b5-11ed-803c-6c2b597b15e2,KC829460,sidkey,"Carpenter, Kent E"
547d93f9-a0b5-11ed-803c-6c2b597b15e2,KC830085,SVEP1,"Lopez, Andres"
547dfa12-a0b5-11ed-803c-6c2b597b15e2,KC830300,tbr1,"Lopez, Andres"
547e6cc7-a0b5-11ed-803c-6c2b597b15e2,KC830559,VCPIP,"Lopez, Andres"
5486c88b-a0b5-11ed-803c-6c2b597b15e2,KM401159,myh6,"Campanella, Daniela"
5486c8d2-a0b5-11ed-803c-6c2b597b15e2,KM400773,GCS1,"Campanella, Daniela"
5486c91a-a0b5-11ed-803c-6c2b597b15e2,KM401260,SH3PX3,"Campanella, Daniela"
5486c961-a0b5-11ed-803c-6c2b597b15e2,KM401058,kiaa1239,"Campanella, Daniela"
5486c9aa-a0b5-11ed-803c-6c2b597b15e2,KM400958,KBTBD4,"Campanella, Daniela"
5486c9f2-a0b5-11ed-803c-6c2b597b15e2,KM400861,ficd,"Campanella, Daniela"
546fdca5-a0b5-11ed-803c-6c2b597b15e2,GU932755 ,cyt b,"Unmack, Peter J"
5485e64c-a0b5-11ed-803c-6c2b597b15e2,KF929636,CO1,Barcode of Life Initiative
5475f8b5-a0b5-11ed-803c-6c2b597b15e2,KC825479,ficd,"Orti, Guillermo"
547784cc-a0b5-11ed-803c-6c2b597b15e2,KC826338,kiaa1239,"Orti, Guillermo"
547883d5-a0b5-11ed-803c-6c2b597b15e2,KC827017,myh6,"Broughton, Richard E"
54794aef-a0b5-11ed-803c-6c2b597b15e2,KC827442,Panx2,"Broughton, Richard E"
547a3e93-a0b5-11ed-803c-6c2b597b15e2,KC828232,plagl2,"Carpenter, Kent E"
547b8a32-a0b5-11ed-803c-6c2b597b15e2,KC828843,ripk4,"Carpenter, Kent E"
547cfc21-a0b5-11ed-803c-6c2b597b15e2,KC829726,SH3PX3,"Carpenter, Kent E"
547dd44c-a0b5-11ed-803c-6c2b597b15e2,KC830244,tbr1,"Lopez, Andres"
547ec784-a0b5-11ed-803c-6c2b597b15e2,KC830854,zic1,"Broughton, Richard E"
5486c688-a0b5-11ed-803c-6c2b597b15e2,KM401035,kiaa1239,"Campanella, Daniela"
5486c6cf-a0b5-11ed-803c-6c2b597b15e2,KM400838,ficd,"Campanella, Daniela"
5486c718-a0b5-11ed-803c-6c2b597b15e2,KM401135,myh6,"Campanella, Daniela"
5486c75f-a0b5-11ed-803c-6c2b597b15e2,KM400757,GCS1,"Campanella, Daniela"
5486c7a7-a0b5-11ed-803c-6c2b597b15e2,KM400688,cyt b,"Campanella, Daniela"
5486c7ef-a0b5-11ed-803c-6c2b597b15e2,KM401333,SLC10A3,"Campanella, Daniela"
5486c83c-a0b5-11ed-803c-6c2b597b15e2,KM401237,SH3PX3,"Campanella, Daniela"
54784145-a0b5-11ed-803c-6c2b597b15e2,KC826325,kiaa1239,"Orti, Guillermo"
547a0aaa-a0b5-11ed-803c-6c2b597b15e2,KC827871,Panx2,"Broughton, Richard E"
547abd23-a0b5-11ed-803c-6c2b597b15e2,KC828175,plagl2,"Carpenter, Kent E"
547b6af2-a0b5-11ed-803c-6c2b597b15e2,KC828552,PTCHD1,"Lopez, Andres"
547c2fae-a0b5-11ed-803c-6c2b597b15e2,KC828844,ripk4,"Carpenter, Kent E"
547ce21c-a0b5-11ed-803c-6c2b597b15e2,KC829459,sidkey,"Carpenter, Kent E"
547d5d3b-a0b5-11ed-803c-6c2b597b15e2,KC829947,SH3PX3,"Carpenter, Kent E"
547dba22-a0b5-11ed-803c-6c2b597b15e2,KC830084,SVEP1,"Lopez, Andres"
547e37f4-a0b5-11ed-803c-6c2b597b15e2,KC830462,tbr1,"Lopez, Andres"
547ea710-a0b5-11ed-803c-6c2b597b15e2,KC830572,VCPIP,"Lopez, Andres"
547f8d2a-a0b5-11ed-803c-6c2b597b15e2,KC830831,zic1,"Broughton, Richard E"
5484174c-a0b5-11ed-803c-6c2b597b15e2,KF139430,ENC1,"Near, Thomas J"
54841797-a0b5-11ed-803c-6c2b597b15e2,KF140831,plagl2,"Near, Thomas J"
548417e1-a0b5-11ed-803c-6c2b597b15e2,KF140258,sreb2,"Near, Thomas J"
5484182d-a0b5-11ed-803c-6c2b597b15e2,KF140100,myh6,"Near, Thomas J"
5484187c-a0b5-11ed-803c-6c2b597b15e2,KF141583,SH3PX3,"Near, Thomas J"
548418c6-a0b5-11ed-803c-6c2b597b15e2,KF141336,Rag1,"Near, Thomas J"
5484190d-a0b5-11ed-803c-6c2b597b15e2,KF140617,zic1,"Near, Thomas J"
54841955-a0b5-11ed-803c-6c2b597b15e2,KF141103,ptr,"Near, Thomas J"
5484199e-a0b5-11ed-803c-6c2b597b15e2,KF140432,tbr1,"Near, Thomas J"
548419e6-a0b5-11ed-803c-6c2b597b15e2,KF139857,Glyt,"Near, Thomas J"
548d1886-a0b5-11ed-803c-6c2b597b15e2,SRX13089902,UCE,"Harrington, Richard C"
5485e693-a0b5-11ed-803c-6c2b597b15e2,KF930355,CO1,Barcode of Life Initiative
547ac355-a0b5-11ed-803c-6c2b597b15e2,KC828227,plagl2,"Carpenter, Kent E"
547b6e8c-a0b5-11ed-803c-6c2b597b15e2,KC828553,PTCHD1,"Lopez, Andres"
547c360f-a0b5-11ed-803c-6c2b597b15e2,KC828845,ripk4,"Carpenter, Kent E"
547ce4ea-a0b5-11ed-803c-6c2b597b15e2,KC829462,sidkey,"Carpenter, Kent E"
547f9386-a0b5-11ed-803c-6c2b597b15e2,KC830850,zic1,"Broughton, Richard E"
5486d7e9-a0b5-11ed-803c-6c2b597b15e2,KM401395,SLC10A3,"Campanella, Daniela"
5486d838-a0b5-11ed-803c-6c2b597b15e2,KM401108,kiaa1239,"Campanella, Daniela"
5486d880-a0b5-11ed-803c-6c2b597b15e2,KM401212,myh6,"Campanella, Daniela"
5486d8c8-a0b5-11ed-803c-6c2b597b15e2,KM400816,GCS1,"Campanella, Daniela"
54841a2e-a0b5-11ed-803c-6c2b597b15e2,KF140101,myh6,"Near, Thomas J"
54841a75-a0b5-11ed-803c-6c2b597b15e2,KF140832,plagl2,"Near, Thomas J"
54841abd-a0b5-11ed-803c-6c2b597b15e2,KF140259,sreb2,"Near, Thomas J"
54841b05-a0b5-11ed-803c-6c2b597b15e2,KF141337,Rag1,"Near, Thomas J"
54841b4d-a0b5-11ed-803c-6c2b597b15e2,KF140618,zic1,"Near, Thomas J"
54841b94-a0b5-11ed-803c-6c2b597b15e2,KF140433,tbr1,"Near, Thomas J"
54841bdd-a0b5-11ed-803c-6c2b597b15e2,KF139858,Glyt,"Near, Thomas J"
54841c24-a0b5-11ed-803c-6c2b597b15e2,KF139431,ENC1,"Near, Thomas J"
54841c6b-a0b5-11ed-803c-6c2b597b15e2,KF141104,ptr,"Near, Thomas J"
5485e6d9-a0b5-11ed-803c-6c2b597b15e2,KF930331,CO1,Barcode of Life Initiative
5476c277-a0b5-11ed-803c-6c2b597b15e2,KC825482,ficd,"Orti, Guillermo"
54791551-a0b5-11ed-803c-6c2b597b15e2,KC827020,myh6,"Broughton, Richard E"
547abd6b-a0b5-11ed-803c-6c2b597b15e2,KC828176,plagl2,"Carpenter, Kent E"
547b6b3c-a0b5-11ed-803c-6c2b597b15e2,KC828554,PTCHD1,"Lopez, Andres"
547c2ff8-a0b5-11ed-803c-6c2b597b15e2,KC828846,ripk4,"Carpenter, Kent E"
547ce265-a0b5-11ed-803c-6c2b597b15e2,KC829463,sidkey,"Carpenter, Kent E"
547f8d70-a0b5-11ed-803c-6c2b597b15e2,KC831047,zic1,"Broughton, Richard E"
5486d911-a0b5-11ed-803c-6c2b597b15e2,KM401008,KBTBD4,"Campanella, Daniela"
5486d959-a0b5-11ed-803c-6c2b597b15e2,KM401107,kiaa1239,"Campanella, Daniela"
5486d9a0-a0b5-11ed-803c-6c2b597b15e2,KM400815,GCS1,"Campanella, Daniela"
5486d9e8-a0b5-11ed-803c-6c2b597b15e2,KM400910,ficd,"Campanella, Daniela"
5486da32-a0b5-11ed-803c-6c2b597b15e2,KM401210,myh6,"Campanella, Daniela"
5486da7b-a0b5-11ed-803c-6c2b597b15e2,KM401394,SLC10A3,"Campanella, Daniela"
548512e2-a0b5-11ed-803c-6c2b597b15e2,KF930252,CO1,Barcode of Life Initiative
54851329-a0b5-11ed-803c-6c2b597b15e2,KF929809,CO1,Barcode of Life Initiative
5485e71e-a0b5-11ed-803c-6c2b597b15e2,KF929965,CO1,Barcode of Life Initiative
547c5750-a0b5-11ed-803c-6c2b597b15e2,KC829593,sidkey,"Carpenter, Kent E"
547dce64-a0b5-11ed-803c-6c2b597b15e2,KC830238,tbr1,"Lopez, Andres"
547ec466-a0b5-11ed-803c-6c2b597b15e2,KC831100,zic1,"Broughton, Richard E"
5485136f-a0b5-11ed-803c-6c2b597b15e2,KF929995,CO1,Barcode of Life Initiative
54713244-a0b5-11ed-803c-6c2b597b15e2,GQ119836 ,Glyt,"Whitehead, Andrew"
5473562a-a0b5-11ed-803c-6c2b597b15e2,GQ119748 ,cyt b,"Whitehead, Andrew"
547461d3-a0b5-11ed-803c-6c2b597b15e2,GQ119916 ,Rag1,"Whitehead, Andrew"
5485e764-a0b5-11ed-803c-6c2b597b15e2,KF929918,CO1,Barcode of Life Initiative
5476603a-a0b5-11ed-803c-6c2b597b15e2,KC825500,ficd,"Orti, Guillermo"
547729fe-a0b5-11ed-803c-6c2b597b15e2,KC826083,Hoxc6a,"Broughton, Richard E"
5477e216-a0b5-11ed-803c-6c2b597b15e2,KC826544,kiaa1239,"Orti, Guillermo"
5479a84b-a0b5-11ed-803c-6c2b597b15e2,KC827652,Panx2,"Broughton, Richard E"
547a784a-a0b5-11ed-803c-6c2b597b15e2,KC828173,plagl2,"Carpenter, Kent E"
547bdd27-a0b5-11ed-803c-6c2b597b15e2,KC828849,ripk4,"Carpenter, Kent E"
547c9e1a-a0b5-11ed-803c-6c2b597b15e2,KC829449,sidkey,"Carpenter, Kent E"
547e0d20-a0b5-11ed-803c-6c2b597b15e2,KC830352,tbr1,"Lopez, Andres"
546f8fcc-a0b5-11ed-803c-6c2b597b15e2,GQ119869 ,Rag1,"Whitehead, Andrew"
5470d89f-a0b5-11ed-803c-6c2b597b15e2,GQ119784 ,Glyt,"Whitehead, Andrew"
5473ca50-a0b5-11ed-803c-6c2b597b15e2,GQ119695 ,cyt b,"Whitehead, Andrew"
54772466-a0b5-11ed-803c-6c2b597b15e2,KC826061,Hoxc6a,"Broughton, Richard E"
5477d792-a0b5-11ed-803c-6c2b597b15e2,KC826549,kiaa1239,"Orti, Guillermo"
54799d8c-a0b5-11ed-803c-6c2b597b15e2,KC827613,Panx2,"Broughton, Richard E"
547a7349-a0b5-11ed-803c-6c2b597b15e2,KC828171,plagl2,"Carpenter, Kent E"
547c95d2-a0b5-11ed-803c-6c2b597b15e2,KC829445,sidkey,"Carpenter, Kent E"
547e044a-a0b5-11ed-803c-6c2b597b15e2,KC830331,tbr1,"Lopez, Andres"
5472b338-a0b5-11ed-803c-6c2b597b15e2,AP004353 ,complete genome,"Inoue, Jun G"
5485156c-a0b5-11ed-803c-6c2b597b15e2,KF929860,CO1,Barcode of Life Initiative
548515b9-a0b5-11ed-803c-6c2b597b15e2,KF930078,CO1,Barcode of Life Initiative
54851609-a0b5-11ed-803c-6c2b597b15e2,KF929862,CO1,Barcode of Life Initiative
54851659-a0b5-11ed-803c-6c2b597b15e2,KF929899,CO1,Barcode of Life Initiative
547ebbcd-a0b5-11ed-803c-6c2b597b15e2,KC830991,zic1,"Broughton, Richard E"
548516a1-a0b5-11ed-803c-6c2b597b15e2,KF930190,CO1,Barcode of Life Initiative
548516e8-a0b5-11ed-803c-6c2b597b15e2,KF930196,CO1,Barcode of Life Initiative
548a104f-a0b5-11ed-803c-6c2b597b15e2,AP012088,mitochondrial DNA complete,"Miya, Masaki"
546f6d4d-a0b5-11ed-803c-6c2b597b15e2,AF148337 ,12S,"Grose, Michael J"
546f8dd7-a0b5-11ed-803c-6c2b597b15e2,AF216612 ,ND2-3',"Grose, Michael J"
546fa62c-a0b5-11ed-803c-6c2b597b15e2,AF216611 ,ND2-5',"Grose, Michael J"
547100a7-a0b5-11ed-803c-6c2b597b15e2,AF148359 ,16S,"Grose, Michael J"
546f0eaf-a0b5-11ed-803c-6c2b597b15e2,AF148338 ,12S,"Grose, Michael J"
546f0f89-a0b5-11ed-803c-6c2b597b15e2,AF216613 ,ND2-5',"Grose, Michael J"
5470dff3-a0b5-11ed-803c-6c2b597b15e2,AF148360 ,16S,"Grose, Michael J"
54717dde-a0b5-11ed-803c-6c2b597b15e2,AF216614 ,ND2-3',"Grose, Michael J"
5485172d-a0b5-11ed-803c-6c2b597b15e2,KF929981,CO1,Barcode of Life Initiative
548a4706-a0b5-11ed-803c-6c2b597b15e2,MW479845,cyt b,"Regmi, Binod"
548a47a4-a0b5-11ed-803c-6c2b597b15e2,MW479846,cyt b,"Regmi, Binod"
548ce9a9-a0b5-11ed-803c-6c2b597b15e2,SRX11998757,UCE,"Chafin, Tyler K"
548a4823-a0b5-11ed-803c-6c2b597b15e2,MW479843,cyt b,"Regmi, Binod"
548ce9f1-a0b5-11ed-803c-6c2b597b15e2,SRX11998764,UCE,"Chafin, Tyler K"
548cea3d-a0b5-11ed-803c-6c2b597b15e2,SRX11998792,UCE,"Chafin, Tyler K"
548a48a3-a0b5-11ed-803c-6c2b597b15e2,MW479847,cyt b,"Regmi, Binod"
548cea8b-a0b5-11ed-803c-6c2b597b15e2,SRX11998796,UCE,"Chafin, Tyler K"
548b1633-a0b5-11ed-803c-6c2b597b15e2,MW630420,16S,"Tang, Kevin L"
548b167c-a0b5-11ed-803c-6c2b597b15e2,MW630816,CO1,"Tang, Kevin L"
548b16c3-a0b5-11ed-803c-6c2b597b15e2,MW631619,TMO-4C4,"Tang, Kevin L"
548b170c-a0b5-11ed-803c-6c2b597b15e2,MW631217,H3,"Tang, Kevin L"
548b1756-a0b5-11ed-803c-6c2b597b15e2,MW630230,12S,"Tang, Kevin L"
548b179f-a0b5-11ed-803c-6c2b597b15e2,MW631428,Rag1,"Tang, Kevin L"
548b17e7-a0b5-11ed-803c-6c2b597b15e2,MW631027,cyt b,"Tang, Kevin L"
548b182f-a0b5-11ed-803c-6c2b597b15e2,MW630615,ATPase8 and 6,"Tang, Kevin L"
5485e7aa-a0b5-11ed-803c-6c2b597b15e2,KF929798,CO1,Barcode of Life Initiative
54851773-a0b5-11ed-803c-6c2b597b15e2,KF930499,CO1,Barcode of Life Initiative
546fff4b-a0b5-11ed-803c-6c2b597b15e2,EF536300 ,myh6,"Holcroft Benson, Nancy I"
5470993e-a0b5-11ed-803c-6c2b597b15e2,EF536262 ,plagl2,"Holcroft Benson, Nancy I"
5470a003-a0b5-11ed-803c-6c2b597b15e2,EF539247 ,ENC1,"Holcroft Benson, Nancy I"
547397c4-a0b5-11ed-803c-6c2b597b15e2,EF533923 ,zic1,"Holcroft Benson, Nancy I"
5473e8f8-a0b5-11ed-803c-6c2b597b15e2,EF530100 ,Rag1,"Holcroft Benson, Nancy I"
546f1372-a0b5-11ed-803c-6c2b597b15e2,AY212347 ,Cjac9m,"Neafsey, Dan"
546fed24-a0b5-11ed-803c-6c2b597b15e2,AY212336 ,Cjac1,"Neafsey, Dan"
5470d9cc-a0b5-11ed-803c-6c2b597b15e2,AY212370 ,Cjac16,"Neafsey, Dan"
54713e23-a0b5-11ed-803c-6c2b597b15e2,AY212367 ,Cjac6,"Neafsey, Dan"
54717b4e-a0b5-11ed-803c-6c2b597b15e2,AY212369 ,Cjac10,"Neafsey, Dan"
5471a97c-a0b5-11ed-803c-6c2b597b15e2,AY212373 ,Cjac4,"Neafsey, Dan"
5471e041-a0b5-11ed-803c-6c2b597b15e2,AY212384 ,Cjac7,"Neafsey, Dan"
5473f198-a0b5-11ed-803c-6c2b597b15e2,AY700350 ,Rag1,"Holcroft Benson, Nancy I"
54740cff-a0b5-11ed-803c-6c2b597b15e2,AY212351 ,Cjac21m,"Neafsey, Dan"
54743e7c-a0b5-11ed-803c-6c2b597b15e2,AY212350 ,Cjac15,"Neafsey, Dan"
54743f02-a0b5-11ed-803c-6c2b597b15e2,AY700280 ,12S,"Holcroft Benson, Nancy I"
54744450-a0b5-11ed-803c-6c2b597b15e2,AY212337 ,Cjac5,"Neafsey, Dan"
5474998b-a0b5-11ed-803c-6c2b597b15e2,AY679664 ,16S,"Holcroft Benson, Nancy I"
5475022d-a0b5-11ed-803c-6c2b597b15e2,AY212403 ,Cjac24,"Neafsey, Dan"
548b30a5-a0b5-11ed-803c-6c2b597b15e2,MW630248,12S,"Tang, Kevin L"
548b30ec-a0b5-11ed-803c-6c2b597b15e2,MW631448,Rag1,"Tang, Kevin L"
548b3135-a0b5-11ed-803c-6c2b597b15e2,MW630838,CO1,"Tang, Kevin L"
548b317d-a0b5-11ed-803c-6c2b597b15e2,MW630437,16S,"Tang, Kevin L"
548b31c5-a0b5-11ed-803c-6c2b597b15e2,MW631239,H3,"Tang, Kevin L"
548b320d-a0b5-11ed-803c-6c2b597b15e2,MW630634,ATPase8 and 6,"Tang, Kevin L"
548b3257-a0b5-11ed-803c-6c2b597b15e2,MW631048,cyt b,"Tang, Kevin L"
548b32a0-a0b5-11ed-803c-6c2b597b15e2,MW631636,TMO-4C4,"Tang, Kevin L"
5478a478-a0b5-11ed-803c-6c2b597b15e2,KC827177,myh6,"Broughton, Richard E"
547b0b0c-a0b5-11ed-803c-6c2b597b15e2,KC828556,PTCHD1,"Lopez, Andres"
5484576e-a0b5-11ed-803c-6c2b597b15e2,KF929799,CO1,Barcode of Life Initiative
54892362-a0b5-11ed-803c-6c2b597b15e2,KC623819,plagl2,"Sorenson, Laurie"
548923de-a0b5-11ed-803c-6c2b597b15e2,KC623924,zic1,"Sorenson, Laurie"
54892459-a0b5-11ed-803c-6c2b597b15e2,KC623676,CO1,"Sorenson, Laurie"
548924d4-a0b5-11ed-803c-6c2b597b15e2,KC623751,ENC1,"Sorenson, Laurie"
5489254d-a0b5-11ed-803c-6c2b597b15e2,KC623887,RH,"Sorenson, Laurie"
548925ca-a0b5-11ed-803c-6c2b597b15e2,KC623850,Rag1,"Sorenson, Laurie"
5489264b-a0b5-11ed-803c-6c2b597b15e2,KC623784,myh6,"Sorenson, Laurie"
548517bb-a0b5-11ed-803c-6c2b597b15e2,KF929696,CO1,Barcode of Life Initiative
