taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,verbatimScientificName
AMPPAN,Amphilophium paniculatum,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Bignoniaceae,Amphilophium,Amphilophium paniculatum
MEHSP,Melanthera,genus,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Melanthera,
SECSP,Sechium,genus,Plantae,Tracheophyta,Equisetopsida,Cucurbitales,Cucurbitaceae,Sechium,
DISTUB,Distimake tuberosus,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Convolvulaceae,Distimake,Distimake tuberosus
DICSEX,Dicliptera sexangularis,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Acanthaceae,Dicliptera,Dicliptera sexangularis
LANCAM,Lantana camara,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Verbenaceae,Lantana,Lantana camara
ACMSP,Acmella,genus,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Acmella,
RYTGRA,Rytidostylis gracilis,species,Plantae,Tracheophyta,Equisetopsida,Cucurbitales,Cucurbitaceae,Rytidostylis,Rytidostylis gracilis
JALSP,Jaltomata,genus,Plantae,Tracheophyta,Equisetopsida,Solanales,Solanaceae,Jaltomata,
HELSP,Heliconia,genus,Plantae,Tracheophyta,Equisetopsida,Zingiberales,Heliconiaceae,Heliconia,
SENALA,Senna alata,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Senna,Senna alata
DALDOM,Dalea domingensis,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Dalea,Dalea domingensis
SALARE,Salpianthus arenarius,species,Plantae,Tracheophyta,Equisetopsida,Caryophyllales,Nyctaginaceae,Salpianthus,Salpianthus arenarius
AMAFAM,Amaranthaceae,family,Plantae,Tracheophyta,Equisetopsida,Caryophyllales,Amaranthaceae,,
LUDOCT,Ludwigia octovalvis,species,Plantae,Tracheophyta,Equisetopsida,Myrtales,Onagraceae,Ludwigia,Ludwigia octovalvis
ZYGFAM,Zygophyllaceae,family,Plantae,Tracheophyta,Equisetopsida,Zygophyllales,Zygophyllaceae,,
SIMSP,Simsia,genus,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Simsia,
ELESP,Elephantopus,genus,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Elephantopus,
SOLTUB,Solanum tuberosum,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum
PSYSP,Psychotria,genus,Plantae,Tracheophyta,Equisetopsida,Gentianales,Rubiaceae,Psychotria,
CPPSP,Capparis,genus,Plantae,Tracheophyta,Equisetopsida,Brassicales,Capparaceae,Capparis,
TERCAT,Terminalia catappa,species,Plantae,Tracheophyta,Equisetopsida,Myrtales,Combretaceae,Terminalia,Terminalia catappa
FICINS,Ficus insipida,species,Plantae,Tracheophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus insipida
SERTRI,Serjania triquetra,species,Plantae,Tracheophyta,Equisetopsida,Sapindales,Sapindaceae,Serjania,Serjania triquetra
ANESP,Anemone,genus,Plantae,Tracheophyta,Equisetopsida,Ranunculales,Ranunculaceae,Anemone,
AREFAM,Arecaceae,family,Plantae,Tracheophyta,Equisetopsida,Arecales,Arecaceae,,
GREROB,Grevillea robusta,species,Plantae,Tracheophyta,Equisetopsida,Proteales,Proteaceae,Grevillea,Grevillea robusta
CAJCAJ,Cajanus cajan,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Cajanus,Cajanus cajan
RICCOM,Ricinus communis,species,Plantae,Tracheophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Ricinus,Ricinus communis
RIVSP,Rivina,genus,Plantae,Tracheophyta,Equisetopsida,Caryophyllales,Petiveriaceae,Rivina,
RANSP,Randia,genus,Plantae,Tracheophyta,Equisetopsida,Gentianales,Rubiaceae,Randia,
VICVIL,Vicia villosa,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Vicia,Vicia villosa
IPOPUR,Ipomoea purpurea,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea purpurea
ASTPUR,Astranthium purpurascens,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Astranthium,Astranthium purpurascens
CUPAEQ,Cuphea aequipetala,species,Plantae,Tracheophyta,Equisetopsida,Myrtales,Lythraceae,Cuphea,Cuphea aequipetala
DESAPA,Desmodium,genus,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Desmodium,Desmodium aparines
ECHREF,Echeandia reflexa,species,Plantae,Tracheophyta,Equisetopsida,Asparagales,Asparagaceae,Echeandia,Echeandia reflexa
IPOIND,Ipomoea indica,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea indica
SALROS,Salvia rosmarinus,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus
PRUVUL,Prunella vulgaris,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris
SMAMAC,Smallanthus maculatus,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Smallanthus,Smallanthus maculatus
SIMAMP,Simsia amplexicaulis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Simsia,Simsia amplexicaulis
TITTUB,Tithonia tubaeformis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Tithonia,Tithonia tubaeformis
SOLPUB,Solanum pubigerum,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum pubigerum
AGEPIC,Ageratina pichinchensis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Ageratina,Ageratina pichinchensis
BARSAL,Barkleyanthus salicifolius,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Barkleyanthus,Barkleyanthus salicifolius
FLEPYC,Fleischmannia pycnocephala,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Fleischmannia,Fleischmannia pycnocephala
RUTGRA,Ruta graveolens,species,Plantae,Tracheophyta,Equisetopsida,Sapindales,Rutaceae,Ruta,Ruta graveolens
STEJOR,Stevia jorullensis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Stevia,Stevia jorullensis
RANPET,Ranunculus petiolaris,species,Plantae,Tracheophyta,Equisetopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus petiolaris
FOEVUL,Foeniculum vulgare,species,Plantae,Tracheophyta,Equisetopsida,Apiales,Apiaceae,Foeniculum,Foeniculum vulgare
ALLCEP,Allium cepa,species,Plantae,Tracheophyta,Equisetopsida,Asparagales,Amaryllidaceae,Allium,Allium cepa
BRAOLE,Brassica oleracea,species,Plantae,Tracheophyta,Equisetopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea
PETCRI,Petroselinum crispum,species,Plantae,Tracheophyta,Equisetopsida,Apiales,Apiaceae,Petroselinum,Petroselinum crispum
LACSAT,Lactuca sativa,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Lactuca,Lactuca sativa
CALOFF,Calendula officinalis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Calendula,Calendula officinalis
ERIKAR,Erigeron karvinskianus,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Erigeron,Erigeron karvinskianus
ACHMIL,Achillea millefolium,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Achillea,Achillea millefolium
SALOFF,Salvia officinalis,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis
PHYPHI,Physalis philadelphica,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Solanaceae,Physalis,Physalis philadelphica
PERCAP,Persicaria capitata,species,Plantae,Tracheophyta,Equisetopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria capitata
TAROFF,Taraxacum officinale,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Taraxacum,Taraxacum officinale
BRARAP,Brassica rapa,species,Plantae,Tracheophyta,Equisetopsida,Brassicales,Brassicaceae,Brassica,Brassica rapa
BACTRI,Baccharis trinervis,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Baccharis,Baccharis trinervis
GALQUA,Galinsoga quadriradiata,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Galinsoga,Galinsoga quadriradiata
PHALUN,Phaseolus lunatus,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Phaseolus,Phaseolus lunatus
MONXAL,Monnina xalapensis,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Polygalaceae,Monnina,Monnina xalapensis
HYPURT,Hyptis urticoides,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Lamiaceae,Hyptis,Hyptis urticoides
GAUALB,Gaudichaudia albida,species,Plantae,Tracheophyta,Equisetopsida,Malpighiales,Malpighiaceae,Gaudichaudia,Gaudichaudia albida
VERCAR,Verbena carolina,species,Plantae,Tracheophyta,Equisetopsida,Lamiales,Verbenaceae,Verbena,Verbena carolina
DALLEP,Dalea leporina,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Dalea,Dalea leporina
SISSCA,Sisyrinchium scabrum,species,Plantae,Tracheophyta,Equisetopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium scabrum
TRIINU,Trixis inula,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Trixis,Trixis inula
ERUVES,Eruca vesicaria,species,Plantae,Tracheophyta,Equisetopsida,Brassicales,Brassicaceae,Eruca,Eruca vesicaria
MALDOM,Malus domestica,species,Plantae,Tracheophyta,Equisetopsida,Rosales,Rosaceae,Malus,Malus domestica
BOROFF,Borago officinalis,species,Plantae,Tracheophyta,Equisetopsida,Boraginales,Boraginaceae,Borago,Borago officinalis
CITXLA,Citrus x latifolia,species,Plantae,Tracheophyta,Equisetopsida,Sapindales,Rutaceae,Citrus,Citrus x latifolia
SOLROS,Solanum rostratum,species,Plantae,Tracheophyta,Equisetopsida,Solanales,Solanaceae,Solanum,Solanum rostratum
ERYMEX,Erythrostemon mexicanus,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Erythrostemon,Erythrostemon mexicanus
CASEQU,Casuarina equisetifolia,species,Plantae,Tracheophyta,Equisetopsida,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia
VIGDEN,Viguiera dentata,species,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Viguiera,Viguiera dentata
PISPIS,Piscidia piscipula,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Piscidia,Piscidia piscipula
CARSP,Carduus,genus,Plantae,Tracheophyta,Equisetopsida,Asterales,Asteraceae,Carduus,Carduus sp
ZINFAM,Zingiberaceae,family,Plantae,Tracheophyta,Equisetopsida,Zingiberales,Zingiberaceae,,
CRYINT,Cryptantha intermedia,species,Plantae,Tracheophyta,Equisetopsida,Boraginales,Boraginaceae,Cryptantha,Cryptantha intermedia
CENMAC,Centrosema macrocarpum,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Centrosema,Centrosema macrocarpum
THODEC,Thouinidium decandrum,species,Plantae,Tracheophyta,Equisetopsida,Sapindales,Sapindaceae,Thouinidium,Thouinidium decandrum
BAUOLI,Bauhinia uleana,species,Plantae,Tracheophyta,Equisetopsida,Fabales,Fabaceae,Bauhinia,Bauhinia uleana
BOMWES,Bombus weisi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus weisi
BOMMED,Bombus medius,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus medius
BOMPUL,Bombus pullatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pullatus
BOMMEX,Bombus mexicanus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus mexicanus
BOMEPH,Bombus ephippiatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus ephippiatus
ANDDIS,Andrena discreta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena discreta
ANDBAR,Andrena barberi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena barberi
CALSP01,Calliopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Calliopsis,Calliopsis sp. 01
EXASMA,Exaerete smaragdina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exaerete,Exaerete smaragdina
TRIFUL,Trigona fulviventris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona fulviventris
PARCAL,Paratetrapedia calcarata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia calcarata
AUGNIG,Augochlora nigrocyanea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora nigrocyanea
AUGSID,Augochlora sidaefoliae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sidaefoliae
LASEVY,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,
LASDIA3GMC,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum green metalic carinate
PERCAU,Augochlorella semiaurata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella semiaurata
MELSOL,Melipona solani,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Melipona solani
MELBEE,Melipona beecheii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melipona,Melipona beecheii
EXOANA,Exomalopsis analis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis analis
LOPAPI,Lophopedia apicalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Lophopedia,Lophopedia apicalis
EXOSIM,Exomalopsis similis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis similis
EUGVAR,Euglossa variabilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa variabilis
TRICOR,Trigona corvina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona corvina
PARBIL,Partamona bilineata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,Partamona bilineata
EUGSP,Euglossa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,
TRISP,Triepeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,
EXOSP,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,
MEGCAN,Megachile candida,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile candida
LASDIA3GMA,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum green metalic acarinate 
LASDIATEG,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum “tegulare” group
AUGLSP,Augochlorella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,
PSEGRA,Pseudaugochlora graminea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Pseudaugochlora,Pseudaugochlora graminea
MEGPTISP1TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp.1-TG
PARALB,Paratetrapedia albilabris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia albilabris
CERVIR,Ceratina viridicincta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina viridicincta
CERSP,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp
AUGAUG,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 
TETMAY,Tetragona mayarum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,Tetragona mayarum
LASDIA,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,
CALHON,Calliopsis hondurasica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Calliopsis,Calliopsis hondurasica
MEISP,Melitoma,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma sp. 
MELMAR,Melitoma marginella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma marginella
MELISSP,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,
AUGSMA,Augochlora smaragdina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora smaragdina
AUGMET,Augochloropsis metallica,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis metallica
AUGOXY,Augochlora,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora sp. 
HALLIG,Halictus ligatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus ligatus
EUGIMP,Euglossa imperialis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa imperialis
FLOCON,Florilegus condignus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Florilegus,Florilegus condignus
PEPUTA,Peponapis utahensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis utahensis
ANCAPI,Ancyloscelis apiformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis apiformis
LASSP,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,
CENANA,Centris analis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris analis
CENNIT,Centris nitida,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris nitida
PEPLIM,Peponapis limitaris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis limitaris
AGANAS,Agapostemon nasutus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,Agapostemon nasutus
MEGLIT,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,
CENTER,Centris terminata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris terminata
CENSP04M,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris sp. 04M
EPIELE,Epicharis elegans,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epicharis,Epicharis elegans
CENAET,Centris aethyctera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris aethyctera
CENADA,Centris adani,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris adani
APIMEL,Apis mellifera,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera
EUGMIX,Euglossa mixta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa mixta
AUGNEG,Augochlorella neglectula,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella neglectula
PROASP,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena asperatus
XYLGUAL,Xylocopa gualanensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa gualanensis
BOMPEN,Bombus pensylvanicus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus
PARCOE,Paragapostemon coelestinus (sensu lato),species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Paragapostemon,Paragapostemon coelestinus (sensu lato)
OSMAZT,Osmia azteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Osmia,Osmia azteca
THYSP,Thygater,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,
PEPPRU,Peponapis pruinosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis pruinosa
LASDES,Lasioglossum desertum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum desertum
BOMPEND,Bombus pensylvanicus D sp. nov. ,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus pensylvanicus D sp. nov. 
SPHSP,Sphecodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Sphecodes,
HYLSP18M,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 18M
PAROPA,Paratrigona opaca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratrigona,Paratrigona opaca
TRIFUS,Trigona fuscipennis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona fuscipennis
EULPOL,Eulaema polychroma,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema polychroma
HETSP21F,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena sp.21F
EUFSP,Eufriesea,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eufriesea,
NANPER,Nannotrigona perilampoides,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nannotrigona,Nannotrigona perilampoides
PTESP01,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena sp.01
DIAAUS,Diadasia australis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,Diadasia australis
PTESP02,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena sp.02
HETSP07,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena sp.07
FRINIG,Frieseomelitta nigra,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Frieseomelitta,Frieseomelitta nigra
XYLTAB,Xylocopa tabaniformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa tabaniformis
XYLVAR,Xylocopa sonorina,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sonorina
CENVAR,Centris varia,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris varia
MESBIC,Mesocheira bicolor,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Mesocheira,Mesocheira bicolor
CENTRA,Centris transversa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris transversa
EPIALB,Epicharis albofasciata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epicharis,Epicharis albofasciata
XYLGUA,Xylocopa guatemalensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa guatemalensis
DIASP,Diadasia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,
AGATEX,Agapostemon texanus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,Agapostemon texanus
DIAOPUNR,Diadasia nr. opuntiae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,Diadasia nr. opuntiae
DIAPIE,Diadasia piercei,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Diadasia,Diadasia piercei
LITLIT,Lithurgopsis littoralis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Lithurgopsis,Lithurgopsis littoralis
EXOMEL,Exomalopsis mellipes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis mellipes
CENNIG,Centris nigrocaerulea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris nigrocaerulea
EPILUN,Epicharis lunulata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epicharis,Epicharis lunulata
EPIMAC,Epicharis maculata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epicharis,Epicharis maculata
XYLNEO,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,
AUGIGN,Augochloropsis ignita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis ignita
CENFUS,Centris fuscata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris fuscata
CENFLA,Centris flavifrons,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris flavifrons
SCAHEL,Scaptotrigona hellwegeri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,Scaptotrigona hellwegeri
MEGCHI,Megachile chichimeca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile chichimeca
CENMEX,Centris mexicana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris mexicana
CENATR,Centris atripes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris atripes
ANTMON,Anthophora montana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora montana
MEGZAP,Megachile zapoteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile zapoteca
MELGIL,Melissodes gilensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes gilensis
MELTEP,Melissodes tepaneca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes tepaneca
MEGREF,Megachile reflexa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile reflexa
MEGQUA,Megachile quadridentata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile quadridentata
CERZAD,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,
LASDIA2GMA,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum 2sm green metallic acarinate
HALLUT,Halictus lutescens,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus lutescens
SCAMEX,Scaptotrigona mexicana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,Scaptotrigona mexicana
PARATSP,Paratetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,
MEGTOL,Megachile toluca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile toluca
MESRUF,Mesoplia rufipes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Mesoplia,Mesoplia rufipes
THYANA,Thygater analis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater analis
MEGALB,Megachile albitarsis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile albitarsis
HALHES,Halictus hesperus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Halictus,Halictus hesperus
