"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"0152c1f8b34d89f3dc2b67c57349f420","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CINTALAPA","","Cintalapa","","","570.0","","","","","Gacetero","","",""
"0155adf2826b305e28f99fc99fdcef6c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Montes Azules"", ""tipo"":""Federal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OCOSINGO","","Reforma Agraria","","","182.0","","","","","Gacetero | INEGI, 2005","","",""
"016063f6faea993cda03bdc813c12209","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LAS ROSAS","","San Isidro La Cuchilla","","","1251.0","","","","","Gacetero | INEGI, 2005","","",""
"01691fec13039b5d9be09efeb623f9ff","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","MADERA","","Colonia Presón del Toro","","","2180.0","","","","","Gacetero | INEGI, 2005","","",""
"0169955e2bf618b63fc11c98e7bb21cc","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro del Cubilete"", ""tipo"":""Estatal"", ""distancia"":""1.063 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","SILAO DE LA VICTORIA","","Ejido El Capulín","","","1801.0","","","","","Gacetero | INEGI, 2005","","",""
"016f6698f71d05da59d0c944832eda71","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","HUAMANTLA","","Chapaltlahuaxa","","","2601.0","","","","","Gacetero | INEGI, 2005","","",""
"016fd2aa537ba043ccc21ba3c6351c7a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","COAHUILA DE ZARAGOZA","GENERAL CEPEDA","","LA ROSA","","","1700.0","","","","","Gacetero","","",""
"0170625fa7354b34b66a4ba98c5665b1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","TLAPA DE COMONFORT","","Zacualpa","","","300.0","","","","","Gacetero","","",""
"017580decaec974e986a63fbbb0bcc4d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","LOS REYES DE JUAREZ","","Beníto Juárez","","","2240.0","","","","","Gacetero | INEGI, 2005","","",""
"01795f555b6463f035d875c7642cb522","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TEOPISCA","","Nuevo Leon","","","1090.0","","","","","Gacetero | INEGI, 2005","","",""
"017ab1fd426e0238744f164bcc00f9ec","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Basom","","","2360.0","","","","","Gacetero | INEGI, 2005","","",""
"017c13e7da6ee6770dcc92c28e97f508","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Humedal de Valsequillo"", ""tipo"":""Estatal"", ""distancia"":""3.091 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CUAUTINCHAN","","LA BOQUILLA","","","2080.0","","","","","Gacetero | INEGI, 2005","","",""
"0180d8d62e5a76b20a71871e3710e5c8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Chilil","","","2290.0","","","","","Gacetero | INEGI, 2005","","",""
"01837b80b4f8f66ee166e1a0d628c7b2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA","","El Tajín","","","100.0","","","","","Gacetero | INEGI, 2005","","",""
"01845c8ca8b3825cb661dc50d7cc2355","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","SANTA ANA","","Cerca de Santa Ana Hueytlalpan","","","687.0","","","","","Gacetero | INEGI, 2005","","",""
"0186cbdcf400731e64598d377101981c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","DURANGO","DURANGO","","Ignacio Zaragoza","","","2401.0","","","","","Gacetero | INEGI, 2005","","",""
"018dd023904716067d1a12d13720d102","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"0190d138710f7e3a9da9a5c36386b7e0","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","FRONTERA COMALAPA","","Finca Salvador","","","601.0","","","","","Gacetero | INEGI, 2005","","",""
"0192c28bc9f57727f934507606dcc58f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TAMAULIPAS","LLERA","","Ejido López Mateos","","","9999.0","","","","","Gacetero","","",""
"019b3dc2407fd032f288cc0bf5c1d566","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN BARTOLOME QUIALANA","","San Bartolomé Quialana","","","1780.0","","","","","Gacetero","","",""
"019d095439741737022ed3f4c66ba4df","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra Patlachique"", ""tipo"":""Estatal"", ""distancia"":""2.172 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","OTUMBA","","Belem","","","2450.0","","","","","Gacetero","","",""
"01a0bfe37382b554903fdd17cdb3a62b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""4.23 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","IXTLAN DEL RIO","","IXTLAN DEL RIO","","","1140.0","","","","","Gacetero | INEGI, 2005","","",""
"01a1c6858364cddbe23b0245459fb1e2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","YECORA","","Guadalupe Tayopa","","","800.0","","","","","Gacetero | INEGI, 2005","","",""
"01a2060ae831a1394e07914dbf31cc23","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","CHINAMPA DE GOROSTIZA","","San Antonio Chinampa","","","80.0","","","","","Gacetero","","",""
"01a42ca0f71fa82f9f773e71f2ab1921","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","TOCUMBO","","Rancho Copo Santa Clara","","","1320.0","","","","","Gacetero | INEGI, 2005","","",""
"01a4be20882b62ee1cc9875929287435","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","CALERA","","La Noria Mocha","","","2200.0","","","","","Gacetero","","",""
"01a4e132c69cbed3f1ff0df94bcac981","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","LEON","","Ejido San José Los Romer","","","1801.0","","","","","Gacetero | INEGI, 2005","","",""
"01a73e2db0f3842471a66d7ec8467747","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","VENUSTIANO CARRANZA","","Venustiano Carranza","","","799.0","","","","","Gacetero","","",""
"01a7bd6a0c7a0e38334fbe9bcc4bb8d2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","TLAHUAPAN","","San Martinito","","","2500.0","","","","","Gacetero | INEGI, 2005","","",""
"01be247c9e135273986985117b0ce3fe","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","JIQUIPILAS","","Jiquipilas","","","486.0","","","","","Gacetero","","",""
"01c16ea143b56f933f3ae6295ec13171","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","CADEREYTA DE MONTES","","Cadereyta","","","2040.0","","","","","Gacetero | INEGI, 2005","","",""
"01c3f69f645de60494cf5f1052361f3b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN CHILATECA","","San Juan Chilateca","","","1526.0","","","","","Gacetero","","",""
"01c9f2ebcf760e27e845862406d12b0b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CUETZALAN DEL PROGRESO","","Atalpa","","","640.0","","","","","Gacetero | INEGI, 2005","","",""
"01cb8d25926b7fd6a603c69d68a1f268","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Archipiélago de Bosques y Selvas de la Región Capital del Estado de Veracruz"", ""tipo"":""Estatal"", ""distancia"":""1.861 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","ACAJETE","","Acajete","","","2020.0","","","","","Gacetero | INEGI, 2005","","",""
"01cd4f360b273a5e44fee8238745c020","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","XALOZTOC","","San Cosme Xalostoc","","","2500.0","","","","","Gacetero | INEGI, 2005","","",""
"01d6d489a13bb5e880c0b264dcb3254c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","AMEALCO DE BONFIL","","El Boral","","","2570.0","","","","","Gacetero | INEGI, 2005","","",""
"01e2731f4d9f87bac4e1094f91d826d7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN BAUTISTA TUXTEPEC","","Ejido La Mina","","","40.0","","","","","Gacetero | INEGI, 2005","","",""
"01e398dfcac8758c4a63105f26b7f1e7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","VILLA SOLA DE VEGA","","Santa María Sola","","","1500.0","","","","","Gacetero | INEGI, 2005","","",""
"01e8196ea511a06e138a4d16bb91b868","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","CAÑADAS DE OBREGON","","El Cerrito, Villa Obregón","","","1950.0","","","","","Gacetero | INEGI, 2005","","",""
"01ed9f886299131921d08551bb6d9bee","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"01f86c7fc44f2fb653cd6840403d0f8e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","TLAHUAPAN","","San Pedro Matamoros","","","2540.0","","","","","Gacetero | INEGI, 2005","","",""
"01faab237ce714c31c43c93b6f0d0432","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MORELOS","AYALA","","Villa de Ayala","","","1401.0","","","","","Gacetero | INEGI, 2005","","",""
"01fbf4bb55cce65ca1d3e20b1e2ddbb3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CUYOACO","","San Andrés Payuca","","","2380.0","","","","","Gacetero | INEGI, 2005","","",""
"020079156ac264baef76e6534555bc15","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Parque Estatal Santuario del agua y forestal Manantiales Cascada Diamantes"", ""tipo"":""Estatal"", ""distancia"":""3.77 Kms""},{""nombre"":""Sacromonte"", ""tipo"":""Federal"", ""distancia"":""0.94 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","AMECAMECA","","AMECAMECA","","","2500.0","","","","","Gacetero","","",""
"0203f54a28b65e86250d9a5faaa46fc4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN AGUSTIN AMATENGO","","San Agustín Amatengo","","","1310.0","","","","","Gacetero | INEGI, 2005","","",""
"02076dc183ca8c2b863936773f6d6215","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","YUCATAN","DZITAS","","Dzitas","","","30.0","","","","","Gacetero","","",""
"020cd3fd552b23eeb86548223e694078","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","LUIS MOYA","","Luis Moya","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"020e1631132faaeccb10e3a91368899d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra de Lobos"", ""tipo"":""Estatal"", ""distancia"":""4.278 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","OCAMPO","","Ibarra","","","2310.0","","","","","Gacetero","","",""
"021084ba367f7ea765a08dadc6c38e83","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","SAN MATIAS TLALANCALECA","","Tlalancaleca","","","2340.0","","","","","Gacetero | INEGI, 2005","","",""
"0213e81f0c6cf334ab3a0eba0a995e50","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Misión"", ""tipo"":""Estatal"", ""distancia"":""4.648 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","COAHUILA DE ZARAGOZA","MUZQUIZ","","El Nasal","","","700.0","","","","","Gacetero | INEGI, 2005","","",""
"02141655f46d4c8230ccdb4f598f05f1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","ALAMO TEMAPACHE","","Belén","","","20.0","","","","","Gacetero | INEGI, 2005","","",""
"02142a1142e596c9c68c2dc0a04c7017","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OCOSINGO","","Sibaca","","","1000.0","","","","","Gacetero | INEGI, 2005","","",""
"02142ffa3cbd619800f7254f868a3dd1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","TLAXCO","","EL ROSARIO","","","2400.0","","","","","Gacetero","","",""
"0215fa349cf8e79ca049e127c8673827","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Playa de Puerto Arista"", ""tipo"":""Federal"", ""distancia"":""4.731 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TONALA","","20 de Noviembre","","","2.0","","","","","Gacetero | INEGI, 2005","","",""
"021782329128c3f0ab5a93ba1a9dd713","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NUEVO LEON","CADEREYTA JIMENEZ","","LAS ADJUNTAS","","","340.0","","","","","Gacetero | INEGI, 2005","","",""
"021ab95d31d71493293044b964fd7496","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","CHAMULA","","Los Ranchos","","","2212.0","","","","","Gacetero | INEGI, 2005","","",""
"021afbd421688014ca07056e38d3a87f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Lower Rio Grande Valley National Wildlife Refuge"", ""tipo"":""National"", ""distancia"":""3.729 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TAMAULIPAS","MATAMOROS","","Matamoros","","","10.0","","","","","Gacetero | INEGI, 2005","","",""
"021dc2a210cd7c449d77d9699bce2707","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""C.A.D.N.R. 043 Estado de Nayarit"", ""tipo"":""Federal"", ""distancia"":""2.483 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NAYARIT","JALA","","JALA","","","1000.0","","","","","Gacetero","","",""
"0223cc4ce96fd6df8405cd9061b28398","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","URES","","Ures","","","440.0","","","","","Gacetero","","",""
"022a6261c4ab2f1ebb74242f2c7ae2c7","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","IRAPUATO","","La Estancia","","","1725.0","","","","","Gacetero | INEGI, 2005","","",""
"02340ba1651c2bad8810e9e80ae05d1b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Nahá"", ""tipo"":""Federal"", ""distancia"":""1.947 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OCOSINGO","","Región Lacandona","","","820.0","","","","","Gacetero | INEGI, 2005","","",""
"02348c36d4621308ca96a36c646a5ee5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","BUENAVISTA","","Pinzandaro","","","500.0","","","","","Gacetero","","",""
"0237f0adcdafeb5ebf56bec5cdf80538","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","VENUSTIANO CARRANZA","","Miguel Hidalgo","","","546.0","","","","","Gacetero","","",""
